cycle,poolId,token,swapFeeUSD,swapFeeTokenAmount,joinExitFeeUSD,joinExitFeeTokenAmount,totalUSD,totalToken
1,0x178e029173417b1f9c8bc16dcec6f697bc32374600000000000000000000025d,ethereum:ethereum:0x586aa273f262909eef8fa02d90ab65f5015e0516,0.0,200.67268328578876,0.0,12.482754434649573,0.0,213.15543772043833
1,0x178e029173417b1f9c8bc16dcec6f697bc32374600000000000000000000025d,ethereum:ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,0.0,457.9772854556164,0.0,27.500216175319874,0.0,485.4775016309363
1,0x178e029173417b1f9c8bc16dcec6f697bc32374600000000000000000000025d,ethereum:ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,126.3618515188,0.0,58.078739,0.0,184.44059051879998
1,0x17ddd9646a69c9445cd8a9f921d4cd93bf50d108000200000000000000000159,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0014169356941238897,0.0,0.0,0.0,0.0014169356941238897
1,0x17ddd9646a69c9445cd8a9f921d4cd93bf50d108000200000000000000000159,ethereum:ethereum:0xf2051511b9b121394fa75b8f7d4e7424337af687,0.0,1.1051724546451707,0.0,10.915796857423901,0.0,12.020969312069072
1,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,ethereum:0x43d4a3cd90ddd2f8f4f693170c9c8098163502ad,32.555761215870426,134.82558135707816,496.3967702567843,2062.1801202141824,528.9525314726548,2197.0057015712605
1,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,ethereum:0x43d4a3cd90ddd2f8f4f693170c9c8098163502ad,32.555761215870426,134.82558135707816,496.3967702567843,2062.1801202141824,528.9525314726548,2197.0057015712605
1,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,19.422366945768545,19.399138535200002,0.0,0.0,19.422366945768545,19.399138535200002
1,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,19.422366945768545,19.399138535200002,0.0,0.0,19.422366945768545,19.399138535200002
1,0x2d011adf89f0576c9b722c28269fcb5d50c2d17900020000000000000000024d,ethereum:ethereum:0x5c6ee304399dbdb9c8ef030ab642b10820db8f56,0.0,0.11881755366471487,,,,
1,0x2d011adf89f0576c9b722c28269fcb5d50c2d17900020000000000000000024d,ethereum:ethereum:0xf24d8651578a55b0c119b9910759a351a3458895,0.0,0.39219921736297564,,,,
1,0x2d344a84bac123660b021eebe4eb6f12ba25fe8600020000000000000000018a,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.02232446325335326,0.0,0.0,0.0,0.02232446325335326
1,0x2d344a84bac123660b021eebe4eb6f12ba25fe8600020000000000000000018a,ethereum:ethereum:0xed1480d12be41d92f36f5f7bdd88212e381a3677,0.0,469.0438059206477,0.0,28963.85650684613,0.0,29432.900312766775
1,0x32296969ef14eb0c6d29669c550d4a0449130230000200000000000000000080,ethereum:ethereum:0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.0,4.53043922014886,0.0,73.45695804901683,0.0,77.9873972691657
1,0x32296969ef14eb0c6d29669c550d4a0449130230000200000000000000000080,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,6.4905591678241334,0.0,0.0,0.0,6.4905591678241334
1,0x350196326aeaa9b98f1903fb5e8fc2686f85318c000200000000000000000084,ethereum:ethereum:0x81f8f0bb1cb2a06649e51913a151f0e7ef6fa321,0.0,1.6868067592171896,0.0,39.80302420586094,0.0,41.489830965078134
1,0x350196326aeaa9b98f1903fb5e8fc2686f85318c000200000000000000000084,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0035781417923243892,0.0,0.0,0.0,0.0035781417923243892
1,0x3dd0843a028c86e0b760b1a76929d1c5ef93a2dd000200000000000000000249,ethereum:ethereum:0x5c6ee304399dbdb9c8ef030ab642b10820db8f56,0.0,13.342302641133116,0.0,0.0,0.0,13.342302641133116
1,0x3dd0843a028c86e0b760b1a76929d1c5ef93a2dd000200000000000000000249,ethereum:ethereum:0x616e8bfa43f920657b3497dbf40d6b1a02d4608d,0.0,16.6159841743792,0.0,225.11822659935396,0.0,241.73421077373317
1,0x3f7c10701b14197e2695dec6428a2ca4cf7fc3b800020000000000000000023c,ethereum:0x888888435fde8e7d4c54cab67f206e4199454c60,96.6735322728119,197.85572297123682,680.5924889467459,1379.993662580332,777.2660212195578,1577.849385551569
1,0x3f7c10701b14197e2695dec6428a2ca4cf7fc3b800020000000000000000023c,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,81.94597610459546,0.05467838690305474,0.0,0.0,81.94597610459546,0.05467838690305474
1,0x3f7c10701b14197e2695dec6428a2ca4cf7fc3b800020000000000000000023c,ethereum:ethereum:0x888888435fde8e7d4c54cab67f206e4199454c60,0.0,197.85572297123682,0.0,1379.993662580332,0.0,1577.849385551569
1,0x3f7c10701b14197e2695dec6428a2ca4cf7fc3b800020000000000000000023c,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.05467838690305474,0.0,0.0,0.0,0.05467838690305474
1,0x5122e01d819e58bb2e22528c0d68d310f0aa6fd7000200000000000000000163,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,111.78209509104063,0.0869444048522051,0.0,0.0,111.78209509104063,0.0869444048522051
1,0x5122e01d819e58bb2e22528c0d68d310f0aa6fd7000200000000000000000163,ethereum:0xcfeaead4947f0705a14ec42ac3d44129e1ef3ed5,104.3681022162376,245.28423532696002,1337.4321417559001,3324.65168092,1441.8002439721377,3569.93591624696
1,0x5122e01d819e58bb2e22528c0d68d310f0aa6fd7000200000000000000000163,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0869444048522051,0.0,0.0,0.0,0.0869444048522051
1,0x5122e01d819e58bb2e22528c0d68d310f0aa6fd7000200000000000000000163,ethereum:ethereum:0xcfeaead4947f0705a14ec42ac3d44129e1ef3ed5,0.0,245.28423532696002,0.0,3324.65168092,0.0,3569.93591624696
1,0x5c6ee304399dbdb9c8ef030ab642b10820db8f56000200000000000000000014,ethereum:0xba100000625a3754423978a60c9317c58a424e3d,1609.5373910078233,316.76479825977003,34286.71187894732,6710.499592480274,35896.24926995514,7027.264390740044
1,0x5c6ee304399dbdb9c8ef030ab642b10820db8f56000200000000000000000014,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1118.7544674564183,0.8413282759953848,0.0,0.0,1118.7544674564183,0.8413282759953848
1,0x7b50775383d3d6f0215a8f290f2c9e2eebbeceb20000000000000000000000fe,ethereum:0x2bbf681cc4eb09218bee85ea2a5d3d13fa40fc0c,13675.053642650713,13529.875274133796,,,13675.053642650713,13529.875274133796
1,0x7b50775383d3d6f0215a8f290f2c9e2eebbeceb20000000000000000000000fe,ethereum:0x804cdb9116a10bb78768d3252355a1b18067bf8f,7717.466944856484,7610.01609480615,,,7717.466944856484,7610.01609480615
1,0x7b50775383d3d6f0215a8f290f2c9e2eebbeceb20000000000000000000000fe,ethereum:0x9210f1204b5a24742eba12f710636d76240df3d0,12877.915095848668,12740.484433788546,,,12877.915095848668,12740.484433788546
1,0x85370d9e3bb111391cc89f6de344e801760461830002000000000000000001ef,ethereum:ethereum:0x2ba592f78db6436527729929aaf6c908497cb200,0.0,16.075146704968905,0.0,1014.4356614262024,0.0,1030.5108081311712
1,0x85370d9e3bb111391cc89f6de344e801760461830002000000000000000001ef,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.7204454001253678,0.0,0.0,0.0,0.7204454001253678
1,0x8eb6c82c3081bbbd45dcac5afa631aac53478b7c000100000000000000000270,ethereum:0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,319.9966525816207,0.014196334164,7479.331868530155,0.32898568,7799.328521111775,0.343182014164
1,0x8eb6c82c3081bbbd45dcac5afa631aac53478b7c000100000000000000000270,ethereum:0x798d1be841a82a273720ce31c822c61a67a601c3,132.7586029112636,0.0123898541788,0.0,0.0,132.7586029112636,0.0123898541788
1,0x8eb6c82c3081bbbd45dcac5afa631aac53478b7c000100000000000000000270,ethereum:0xba485b556399123261a5f9c95d413b4f93107407,152.757579599061,48.95498738714551,0.0,0.0,152.757579599061,48.95498738714551
1,0x8eb6c82c3081bbbd45dcac5afa631aac53478b7c000100000000000000000270,ethereum:ethereum:0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.0,0.014196334164,0.0,0.32898568,0.0,0.343182014164
1,0x8eb6c82c3081bbbd45dcac5afa631aac53478b7c000100000000000000000270,ethereum:ethereum:0x798d1be841a82a273720ce31c822c61a67a601c3,0.0,0.0123898541788,0.0,0.0,0.0,0.0123898541788
1,0x8eb6c82c3081bbbd45dcac5afa631aac53478b7c000100000000000000000270,ethereum:ethereum:0xba485b556399123261a5f9c95d413b4f93107407,0.0,48.95498738714551,0.0,0.0,0.0,48.95498738714551
1,0x8f4205e1604133d1875a3e771ae7e4f2b086563900020000000000000000010e,ethereum:0x43d4a3cd90ddd2f8f4f693170c9c8098163502ad,17.176795107766843,70.04978355740957,528.7366304759164,2111.014058248291,545.9134255836832,2181.0638418057006
1,0x8f4205e1604133d1875a3e771ae7e4f2b086563900020000000000000000010e,ethereum:0xba100000625a3754423978a60c9317c58a424e3d,1.2343474975523911,0.2819647697549453,0.0,0.0,1.2343474975523911,0.2819647697549453
1,0x92762b42a06dcdddc5b7362cfb01e631c4d44b40000200000000000000000182,ethereum:0x6810e776880c02933d47db1b9fc05908e5386b96,27.42981459246674,0.21402872895913794,769.730099427542,5.022836124698101,797.1599140200087,5.236864853657239
1,0x92762b42a06dcdddc5b7362cfb01e631c4d44b40000200000000000000000182,ethereum:0xdef1ca1fb7fbcdc777520aa7f396b4e015f497ab,36.360293403743825,316.5130472069156,0.0,0.0,36.360293403743825,316.5130472069156
1,0x92762b42a06dcdddc5b7362cfb01e631c4d44b40000200000000000000000182,ethereum:ethereum:0x6810e776880c02933d47db1b9fc05908e5386b96,0.0,0.21402872895913794,0.0,5.022836124698101,0.0,5.236864853657239
1,0x92762b42a06dcdddc5b7362cfb01e631c4d44b40000200000000000000000182,ethereum:ethereum:0xdef1ca1fb7fbcdc777520aa7f396b4e015f497ab,0.0,316.5130472069156,0.0,0.0,0.0,316.5130472069156
1,0x96646936b91d6b9d7d0c47c496afbf3d6ec7b6f8000200000000000000000019,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,5635.770019833719,5632.4792324532,11623.615855717928,11626.745294,17259.38587555165,17259.2245264532
1,0x96646936b91d6b9d7d0c47c496afbf3d6ec7b6f8000200000000000000000019,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5395.039014125774,4.008358468637188,0.0,0.0,5395.039014125774,4.008358468637188
1,0xa02e4b3d18d4e6b8d18ac421fbc3dfff8933c40a00020000000000000000004b,ethereum:ethereum:0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0.0,29.395180821331536,0.0,164.75334637215866,0.0,194.1485271934902
1,0xa02e4b3d18d4e6b8d18ac421fbc3dfff8933c40a00020000000000000000004b,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.019542867728428844,0.0,0.0,0.0,0.019542867728428844
1,0xa6f548df93de924d73be7d25dc02554c6bd66db500020000000000000000000e,ethereum:ethereum:0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.0,0.180682744452,0.0,0.43396121,0.0,0.6146439544519999
1,0xa6f548df93de924d73be7d25dc02554c6bd66db500020000000000000000000e,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,2.4323296705983912,0.0,0.0,0.0,2.4323296705983912
1,0xa7ff759dbef9f3efdd1d59beee44b966acafe214000200000000000000000180,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,18.167977552024645,18.151477974400002,0.0,0.0,18.167977552024645,18.151477974400002
1,0xa7ff759dbef9f3efdd1d59beee44b966acafe214000200000000000000000180,ethereum:0xab846fb6c81370327e784ae7cbb6d6a6af6ff4bf,10.50119569626527,19.427700198647145,364.3413310825341,669.0845964790976,374.84252677879937,688.5122966777448
1,0xa7ff759dbef9f3efdd1d59beee44b966acafe214000200000000000000000180,ethereum:ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,18.151477974400002,0.0,0.0,0.0,18.151477974400002
1,0xa7ff759dbef9f3efdd1d59beee44b966acafe214000200000000000000000180,ethereum:ethereum:0xab846fb6c81370327e784ae7cbb6d6a6af6ff4bf,0.0,19.427700198647145,0.0,669.0845964790976,0.0,688.5122966777448
1,0xb460daa847c45f1c4a41cb05bfb3b51c92e41b36000200000000000000000194,ethereum:0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,475.80412898551486,0.02215284226,0.0,0.0,475.80412898551486,0.02215284226
1,0xb460daa847c45f1c4a41cb05bfb3b51c92e41b36000200000000000000000194,ethereum:0x3472a5a71965499acd81997a54bba8d852c6e53d,441.1203715102301,112.49307401911943,3444.285576430246,876.4489827175264,3885.405947940476,988.9420567366458
1,0xb460daa847c45f1c4a41cb05bfb3b51c92e41b36000200000000000000000194,ethereum:ethereum:0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.0,0.02215284226,0.0,0.0,0.0,0.02215284226
1,0xb460daa847c45f1c4a41cb05bfb3b51c92e41b36000200000000000000000194,ethereum:ethereum:0x3472a5a71965499acd81997a54bba8d852c6e53d,0.0,112.49307401911943,0.0,876.4489827175264,0.0,988.9420567366458
1,0xbaeec99c90e3420ec6c1e7a769d2a856d2898e4d00020000000000000000008a,ethereum:ethereum:0x81f8f0bb1cb2a06649e51913a151f0e7ef6fa321,0.0,2.9357633720568743,,,,
1,0xbaeec99c90e3420ec6c1e7a769d2a856d2898e4d00020000000000000000008a,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.004491956987939605,,,,
1,0xbf96189eee9357a95c7719f4f5047f76bde804e5000200000000000000000087,ethereum:ethereum:0x5a98fcbea516cf06857215779fd812ca3bef1b32,0.0,5016.251340980674,0.0,32478.03916419875,0.0,37494.29050517942
1,0xbf96189eee9357a95c7719f4f5047f76bde804e5000200000000000000000087,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,5.203794009060769,0.0,0.0,0.0,5.203794009060769
1,0xcfca23ca9ca720b6e98e3eb9b6aa0ffc4a5c08b9000200000000000000000274,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.3278852167967297,0.0,7.953002240335542,0.0,8.280887457132271
1,0xcfca23ca9ca720b6e98e3eb9b6aa0ffc4a5c08b9000200000000000000000274,ethereum:ethereum:0xc0c293ce456ff0ed870add98a0828dd4d2903dbf,0.0,138.84163964419284,0.0,0.0,0.0,138.84163964419284
1,0xde8c195aa41c11a0c4787372defbbddaa31306d2000200000000000000000181,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,22.82674817445891,0.01703189899765649,650.9463208296536,0.4841626795688603,673.7730690041125,0.5011945785665167
1,0xde8c195aa41c11a0c4787372defbbddaa31306d2000200000000000000000181,ethereum:0xdef1ca1fb7fbcdc777520aa7f396b4e015f497ab,30.22112585811344,256.75610542848153,0.0,0.0,30.22112585811344,256.75610542848153
1,0xde8c195aa41c11a0c4787372defbbddaa31306d2000200000000000000000181,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.01703189899765649,0.0,0.4841626795688603,0.0,0.5011945785665167
1,0xde8c195aa41c11a0c4787372defbbddaa31306d2000200000000000000000181,ethereum:ethereum:0xdef1ca1fb7fbcdc777520aa7f396b4e015f497ab,0.0,256.75610542848153,0.0,0.0,0.0,256.75610542848153
1,0xe8cc7e765647625b95f59c15848379d10b9ab4af0002000000000000000001de,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0203896533141203,0.0,0.0,0.0,0.0203896533141203
1,0xe8cc7e765647625b95f59c15848379d10b9ab4af0002000000000000000001de,ethereum:ethereum:0xf203ca1769ca8e9e8fe1da9d147db68b6c919817,0.0,444.0328149013076,0.0,2072.462202565654,0.0,2516.4950174669616
1,0xefaa1604e82e1b3af8430b90192c1b9e8197e377000200000000000000000021,ethereum:ethereum:0xc00e94cb662c3520282e6f5717214004a7f26888,0.0,0.38520882425289305,,,,
1,0xefaa1604e82e1b3af8430b90192c1b9e8197e377000200000000000000000021,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.011155083530855129,,,,
1,0xf4c0dd9b82da36c07605df83c8a416f11724d88b000200000000000000000026,ethereum:ethereum:0x6810e776880c02933d47db1b9fc05908e5386b96,0.0,1.292758997294276,0.0,21.13149842424537,0.0,22.424257421539643
1,0xf4c0dd9b82da36c07605df83c8a416f11724d88b000200000000000000000026,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.10121294582359956,0.0,0.0,0.0,0.10121294582359956
2,0x0578292cb20a443ba1cde459c985ce14ca2bdee5000100000000000000000269,ethereum:ethereum:0x616e8bfa43f920657b3497dbf40d6b1a02d4608d,0.0,4.244562467632779,0.0,0.0,0.0,4.244562467632779
2,0x0578292cb20a443ba1cde459c985ce14ca2bdee5000100000000000000000269,ethereum:ethereum:0xba485b556399123261a5f9c95d413b4f93107407,0.0,18.226725162332244,0.0,770.5990226055271,0.0,788.8257477678594
2,0x0578292cb20a443ba1cde459c985ce14ca2bdee5000100000000000000000269,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.04829953864910912,0.0,0.0,0.0,0.04829953864910912
2,0x06df3b2bbb68adc8b0e302443692037ed9f91b42000000000000000000000063,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,13280.970874438146,13289.271355523164,959.9245251513757,959.6312274668177,14240.89539958952,14248.902582989982
2,0x06df3b2bbb68adc8b0e302443692037ed9f91b42000000000000000000000063,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,32284.985787239937,32274.707845416004,4598.60772423605,4594.447767,36883.593511475985,36869.155612416005
2,0x06df3b2bbb68adc8b0e302443692037ed9f91b42000000000000000000000063,ethereum:0xdac17f958d2ee523a2206206994597c13d831ec7,24042.383024517814,24028.940678424,0.0,0.0,24042.383024517814,24028.940678424
2,0x072f14b85add63488ddad88f855fda4a99d6ac9b000200000000000000000027,ethereum:0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,,,5178.420752925677,1417.4041959419246,,
2,0x072f14b85add63488ddad88f855fda4a99d6ac9b000200000000000000000027,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,0.0,0.0,,
2,0x072f14b85add63488ddad88f855fda4a99d6ac9b000200000000000000000027,ethereum:ethereum:0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0.0,69.20906529208513,,,,
2,0x072f14b85add63488ddad88f855fda4a99d6ac9b000200000000000000000027,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.1718030999461009,,,,
2,0x0b09dea16768f0799065c475be02919503cb2a3500020000000000000000001a,ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,974.0794070089105,973.6597957482479,0.0,0.0,974.0794070089105,973.6597957482479
2,0x0b09dea16768f0799065c475be02919503cb2a3500020000000000000000001a,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,948.4045063134217,0.5857609285338711,1287.2925424262914,0.7866704605579644,2235.697048739713,1.3724313890918354
2,0x178e029173417b1f9c8bc16dcec6f697bc32374600000000000000000000025d,ethereum:ethereum:0x586aa273f262909eef8fa02d90ab65f5015e0516,0.0,20.03675003784667,0.0,24.6766762587933,0.0,44.713426296639966
2,0x178e029173417b1f9c8bc16dcec6f697bc32374600000000000000000000025d,ethereum:ethereum:0x6b175474e89094c44da98b954eedeac495271d0f,0.0,147.896135316871,0.0,0.0,0.0,147.896135316871
2,0x178e029173417b1f9c8bc16dcec6f697bc32374600000000000000000000025d,ethereum:ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,30.6332203228,0.0,0.0,0.0,30.6332203228
2,0x17ddd9646a69c9445cd8a9f921d4cd93bf50d108000200000000000000000159,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00596672120349209,0.0,0.0,0.0,0.00596672120349209
2,0x17ddd9646a69c9445cd8a9f921d4cd93bf50d108000200000000000000000159,ethereum:ethereum:0xf2051511b9b121394fa75b8f7d4e7424337af687,0.0,1.8712534485449286,0.0,0.5776936983394256,0.0,2.448947146884354
2,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,ethereum:0x43d4a3cd90ddd2f8f4f693170c9c8098163502ad,12.363584106465002,66.71621908305399,553.4442911216419,2729.5497040065607,565.8078752281069,2796.2659230896147
2,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,ethereum:0x43d4a3cd90ddd2f8f4f693170c9c8098163502ad,12.363584106465002,66.71621908305399,553.4442911216419,2729.5497040065607,565.8078752281069,2796.2659230896147
2,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.49643841073898,6.505648032,0.0,0.0,6.49643841073898,6.505648032
2,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.49643841073898,6.505648032,0.0,0.0,6.49643841073898,6.505648032
2,0x2d011adf89f0576c9b722c28269fcb5d50c2d17900020000000000000000024d,ethereum:ethereum:0x5c6ee304399dbdb9c8ef030ab642b10820db8f56,0.0,0.23402690620820063,0.0,0.0,0.0,0.23402690620820063
2,0x2d011adf89f0576c9b722c28269fcb5d50c2d17900020000000000000000024d,ethereum:ethereum:0xf24d8651578a55b0c119b9910759a351a3458895,0.0,0.0677252137193507,0.0,0.40779443743833865,0.0,0.47551965115768935
2,0x2d344a84bac123660b021eebe4eb6f12ba25fe8600020000000000000000018a,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.009262778062561688,0.0,0.0,0.0,0.009262778062561688
2,0x2d344a84bac123660b021eebe4eb6f12ba25fe8600020000000000000000018a,ethereum:ethereum:0xed1480d12be41d92f36f5f7bdd88212e381a3677,0.0,575.8297886189478,0.0,12159.99871819469,0.0,12735.82850681364
2,0x32296969ef14eb0c6d29669c550d4a0449130230000200000000000000000080,ethereum:ethereum:0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.0,6.594260104021877,0.0,74.31514812668816,0.0,80.90940823071003
2,0x32296969ef14eb0c6d29669c550d4a0449130230000200000000000000000080,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,2.9901464452832225,0.0,0.0,0.0,2.9901464452832225
2,0x350196326aeaa9b98f1903fb5e8fc2686f85318c000200000000000000000084,ethereum:ethereum:0x81f8f0bb1cb2a06649e51913a151f0e7ef6fa321,0.0,2.2976325776161226,0.0,141.72742193330828,0.0,144.0250545109244
2,0x350196326aeaa9b98f1903fb5e8fc2686f85318c000200000000000000000084,ethereum:ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0036920959000025892,0.0,0.0,0.0,0.0036920959000025892
2,0x3dd0843a028c86e0b760b1a76929d1c5ef93a2dd000200000000000000000249,ethereum:ethereum:0x5c6ee304399dbdb9c8ef030ab642b10820db8f56,0.0,31.95162444687148,0.0,0.0,0.0,31.95162444687148
2,0x3dd0843a028c86e0b760b1a76929d1c5ef93a2dd000200000000000000000249,ethereum:ethereum:0x616e8bfa43f920657b3497dbf40d6b1a02d4608d,0.0,32.29798839473628,0.0,490.8532199853588,0.0,523.1512083800951
2,0x3f7c10701b14197e2695dec6428a2ca4cf7fc3b800020000000000000000023c,ethereum:0x888888435fde8e7d4c54cab67f206e4199454c60,89.22973039530513,208.2806818624322,690.8052777224431,1622.9420852414391,780.0350081177482,1831.2227671038713
2,0x3f7c10701b14197e2695dec6428a2ca4cf7fc3b800020000000000000000023c,ethereum:0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,100.25618677314762,0.06131657571955195,0.0,0.0,100.25618677314762,0.06131657571955195
